label,time,step,c0,kind,h,kappa,dt,compacton_speed,max_ahead_HP_over_h2,best_fit_relL2,best_fit_corr,best_fit_A_over_h2,best_fit_center_ahead
kappa20p5,0.3121951219512195,320,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.006994107851241105,0.44961275892943153,0.8932235817575938,0.006352024005645595,3.3862204592750658
kappa20p5,0.33170731707317075,340,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.005946305954216182,0.6331427304341891,0.7740350656774795,0.004948940631182146,3.3565906268645076
kappa20p5,0.35121951219512193,360,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.007093067349335864,0.42291780627541375,0.906168046851792,0.0072963271051441425,3.364028479080222
kappa20p5,0.37073170731707317,380,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.006938253629946105,0.2763125902855961,0.9610678188607006,0.00693026086465173,3.3443573723131497
kappa20p5,0.3902439024390244,400,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.007087545436164196,0.4200282723110829,0.9075110194699384,0.008474866701237791,3.3515019005425017
kappa20p5,0.4097560975609756,420,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.006909225295357869,0.3571346226513834,0.9340529221107625,0.00785617902187513,3.324725037055323
kappa20p5,0.4292682926829268,440,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.006952012481580665,0.39715429906859845,0.9177518524804679,0.00862145423629824,3.325656403121762
kappa20p5,0.44878048780487806,460,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.006881392482153772,0.4592658872895316,0.8882988487959212,0.008299750815147638,3.3015359135905094
kappa20p5,0.46829268292682924,480,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.006831636421641296,0.46119404579164375,0.8872993024489172,0.008792580542126529,3.300912318120563
kappa20p5,0.4878048780487805,500,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.006733156395831676,0.5506406342916425,0.834742410487749,0.008689961454699165,3.282000189625771
kappa20p5,0.5073170731707317,520,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.006848573421830564,0.6519331639244156,0.7582764336147478,0.009073149396974229,3.2847796118454653
kappa20p5,0.526829268292683,540,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.007037978381573003,0.660932207502208,0.7504456123439314,0.00910820774023209,3.2738397591430655
kappa20p5,0.5463414634146342,560,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.011283535507064379,0.7099251368973464,0.704277147152514,0.010867697999754395,3.3624431602342018
kappa20p5,0.5658536585365853,580,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.013230988208989767,0.6895877580584797,0.724202129198665,0.012120281812173547,3.359478785271758
kappa20p5,0.5853658536585366,600,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.017691373381091224,0.6242826191476347,0.7811985736227183,0.016474146382913234,3.3687286922935034
kappa20p5,0.6048780487804878,620,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.020652761313629715,0.5655752308829787,0.8246967068029707,0.019266205961584248,3.3677485124408033
kappa20p5,0.624390243902439,640,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.025945641865054065,0.5074182978414997,0.861699872934675,0.024623205176403155,3.3726387164104263
kappa20p5,0.6439024390243903,660,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.02926953396167756,0.4765550821389,0.8791446147748313,0.027429372754599318,3.371247412930396
kappa20p5,0.6634146341463415,680,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.035003359198602854,0.4350064807932757,0.9004273217022289,0.032883770612737215,3.3747445398994707
kappa20p5,0.6829268292682927,700,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.038151834881612424,0.4068374788683523,0.9135005559867181,0.03555868000263646,3.374644316294942
kappa20p5,0.7024390243902439,720,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.042668000127801343,0.42854150311616834,0.9035220971879633,0.03912357755182933,3.3746068136013516
kappa20p5,0.7219512195121951,740,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.04693919662958608,0.4029680285517918,0.9152140558170433,0.042838862982175666,3.376789475532302
kappa20p5,0.7414634146341463,760,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.05221584100671194,0.4355692028149573,0.9001552474763128,0.04635129758347234,3.3778303106280863
kappa20p5,0.7609756097560976,780,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.05907992680596491,0.4110808080852419,0.9115989080862176,0.05156287308607991,3.382684405943836
kappa20p5,0.7804878048780488,800,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.06590224802734986,0.45869126272936844,0.8885957041848321,0.05450177055315908,3.3849805272235365
kappa20p5,0.8,820,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.07490783892542716,0.47441083403822154,0.8803035615895002,0.06006170239019867,3.3906480873145934
kappa20p5,0.8195121951219512,840,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.08292539545809317,0.5253189979606716,0.8509053709911555,0.06306135823238912,3.3949795701819916
kappa20p5,0.8390243902439024,860,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.09089869477399307,0.5518123343839711,0.8339683133199441,0.06889510481826017,3.4021560992218003
kappa20p5,0.8585365853658536,880,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.09575970146186612,0.6295548177996805,0.7769560678604751,0.06904038840700645,3.406691434128943
kappa20p5,0.8780487804878049,900,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.10714591688742502,0.6711540297591894,0.741317926626627,0.07268142845147581,3.4146990287541197
kappa20p5,0.8975609756097561,920,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.10599170321238982,0.7642246398693486,0.6449501529704172,0.06559343454229985,3.4190624417140825
kappa20p5,0.9170731707317074,940,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.10508478864189315,0.8210057437743303,0.5709199319427889,0.06154486088897566,3.4256289208372284
kappa20p5,0.9365853658536585,960,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.0897655889313122,0.8615220499633216,0.5077201566089297,0.05420083094970918,3.317019845816274
kappa20p5,0.9560975609756097,980,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.10424312675298007,0.815072035861588,0.5793596261014794,0.0083322046252051,2.898902293825481
kappa20p5,0.975609756097561,1000,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.11319055444348508,0.8243761067601123,0.566042431804401,0.061363825609436456,3.33545279049204
kappa20p5,0.9951219512195122,1020,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.11457730967368504,0.8481645674380532,0.5297328256230871,0.05909191654687451,3.343243613669511
kappa20p5,1.0146341463414634,1040,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.10729091826922256,0.838875275036069,0.5443236839722848,0.00815896715753491,2.840365708459627
kappa20p5,1.0341463414634147,1060,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.09745376395421976,0.7960965705111515,0.6051696046732546,0.008073698826290778,2.820853513337676
kappa20p5,1.053658536585366,1080,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.10819277597587355,0.8519366204535819,0.5236449128275088,0.059025489244866766,3.262825798436557
kappa20p5,1.0731707317073171,1100,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.10977035006895612,0.8469647938637521,0.5316489800190833,0.06016639011276331,3.2729826450466017
kappa20p5,1.0926829268292684,1120,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1018747735135712,0.7319620546192973,0.681345397428864,0.007745631348793831,2.7623169279718223
kappa20p5,1.1121951219512196,1140,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.09834351226349936,0.8017014433683248,0.5977246821916797,0.007614874663849273,2.742804732849871
kappa20p5,1.1317073170731706,1160,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.11171106337466408,0.8715423625622074,0.49032021196304537,0.05712548179976776,3.192134972006718
kappa20p5,1.1512195121951219,1180,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.11323463457455941,0.8715402671775759,0.49032393648285133,0.05764299864816113,3.201911859135265
kappa20p5,1.170731707317073,1200,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.10429797693878234,0.8983341843587273,0.439312751024302,0.055020175172933616,3.211327764002032
kappa20p5,1.1902439024390243,1220,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1033589788654054,0.9217259891565776,0.3878417214706646,0.051571326012305935,3.1131958657643715
kappa20p5,1.2097560975609756,1240,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.11320581614618774,0.8902921139533263,0.4553898899103025,0.0645127350027402,3.409889781472746
kappa20p5,1.2292682926829268,1260,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.11235832476381014,0.8914133761688892,0.4531911216994244,0.06534335367300365,3.4172081428393977
kappa20p5,1.248780487804878,1280,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.10122485352405186,0.908997119150744,0.41680239607714353,0.06171299743087382,3.4197803568635603
kappa20p5,1.2682926829268293,1300,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1018336095286152,0.9264809638751276,0.3763416314693533,0.05408545249961799,3.044226741930613
kappa20p5,1.2878048780487805,1320,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.10753255512575484,0.9080857270393824,0.4187843267689902,0.058526059796924226,3.0535578438522304
kappa20p5,1.3073170731707318,1340,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.10603157990265435,0.9063483066007301,0.42253135637723876,0.05718167179621263,3.0631966706162608
kappa20p5,1.326829268292683,1360,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.09503199362868314,0.9233643790300378,0.38392476286177846,0.05289491561677766,3.328171013140995
kappa20p5,1.3463414634146342,1380,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.1068845528938219,0.8833000626423287,0.4688080623624751,0.05628464016811733,3.388658818019044
kappa20p5,1.3658536585365855,1400,0.0,abs,0.02,20.5,0.000975609756097561,1.0,0.11558827099477409,0.8989285049946809,0.4380953582361126,0.0624134528604919,3.400967150882634
