label,alpha,alpha_c,cell,time,unstable_subspace_norm,hp_edge,hp_ahead_max,hp_ahead_energy
h002_k20_rank3_full,1.0,0.11578513676636337,155,3.1,4.770399728119377e-12,0.003181913000419481,0.00228523578378161,3.208663813649589e-05
h002_k20_rank3_full,1.0,0.11578513676636337,156,3.12,1.0328638917520824e-11,0.002277166028285361,0.002277166028285361,3.271648056625356e-05
h002_k20_rank3_full,1.0,0.11578513676636337,157,3.14,2.410937992670674e-11,0.00226827267294331,0.00226827267294331,3.292873537015273e-05
h002_k20_rank3_full,1.0,0.11578513676636337,158,3.16,1.9469992045826918e-11,0.0038814175328868833,0.0022585923980795444,3.304976278502399e-05
h002_k20_rank3_full,1.0,0.11578513676636337,159,3.18,1.188921069533114e-11,0.0022481231134468833,0.0022481231134468833,3.3220197146406436e-05
h002_k20_rank3_full,1.0,0.11578513676636337,160,3.2,5.5820044009483605e-12,0.0030687816121321644,0.002236893999326653,3.3407366565442694e-05
h002_k20_rank3_full,1.0,0.11578513676636337,161,3.22,1.9581268778450114e-11,0.004397854343306392,0.0022249145689364138,3.341258024978991e-05
h002_k20_rank3_full,1.0,0.11578513676636337,162,3.24,9.434299857061717e-12,0.0022121897126728424,0.0022121897126728424,3.39776382213936e-05
h002_k20_rank3_full,1.0,0.11578513676636337,163,3.2600000000000002,1.5538385473896273e-12,0.0051137511581085164,0.002198689953459897,3.444944553877253e-05
h002_k20_rank3_full,1.0,0.11578513676636337,164,3.2800000000000002,3.3328836349909442e-12,0.004416526746984085,0.002193778466178695,3.4473860065717023e-05
h002_k20_rank3_full,1.0,0.11578513676636337,165,3.3000000000000003,8.304154140980457e-12,0.002350013373711428,0.0021987684136640867,3.498193798965114e-05
h002_k20_rank3_full,1.0,0.11578513676636337,166,3.3200000000000003,4.439620426508663e-12,0.003155548113598274,0.002203165604399774,3.5076508321983966e-05
h002_k20_rank3_full,1.0,0.11578513676636337,167,3.34,1.3112877622066921e-11,0.002806184055530331,0.0022070249990937497,3.426263709881455e-05
h002_k20_rank3_full,1.0,0.11578513676636337,168,3.36,7.248962893916202e-12,0.002410409900761934,0.002210169304098995,3.4312080374151934e-05
h002_k20_rank3_full,1.0,0.11578513676636337,169,3.38,8.603693205785239e-12,0.0036201160769998605,0.0022086258547149395,3.49045740704067e-05
h002_k20_rank3_full,1.0,0.11578513676636337,170,3.4,1.170721634742958e-11,0.004947908349610849,0.0022016512194840223,3.479041871791808e-05
h002_k20_rank3_full,1.0,0.11578513676636337,171,3.42,1.472948307284877e-11,0.004589651380621679,0.0021861968481270075,3.433211400926299e-05
h002_k20_rank3_full,1.0,0.11578513676636337,172,3.44,6.418289448119962e-12,0.0043397755759969755,0.0022437786231842643,3.471831726253449e-05
h002_k20_rank3_full,1.0,0.11578513676636337,173,3.46,3.6212224857712664e-12,0.0029165517455742467,0.002301963924605543,3.1160102577343456e-05
h002_k20_rank3_full,1.0,0.11578513676636337,174,3.48,1.573947741531079e-11,0.004278022876291974,0.0020676028379471596,2.6885379917577437e-05
h002_k20_rank3_full,1.0,0.11578513676636337,175,3.5,2.4087881544528424e-11,0.002695895351728177,0.0015287169992504249,2.3093402137278633e-05
h002_k20_rank3_full,1.0,0.11578513676636337,176,3.52,2.060264467013525e-11,0.004001863564431469,0.0013039903190988497,2.0930848372954737e-05
h002_k20_rank3_full,1.0,0.11578513676636337,177,3.54,7.435670741803163e-12,0.003974351921159293,0.0011912272210012655,1.886829800823193e-05
h002_k20_rank3_full,1.0,0.11578513676636337,178,3.56,1.2488626040011643e-11,0.001256976605103921,0.0011161621384476132,1.8242692322878492e-05
h002_k20_rank3_full,1.0,0.11578513676636337,179,3.58,1.801663732643782e-11,0.00488231246525767,0.0009591557283680584,1.7928802842695277e-05
h002_k20_rank3_full,1.0,0.11578513676636337,180,3.6,2.764120943295593e-11,0.005293336039948527,0.0009573790374551647,1.7292885569526713e-05
h002_k20_rank3_full,1.0,0.11578513676636337,181,3.62,6.2592076256598165e-12,0.0011056062656884767,0.0009557346020543971,1.799505210360271e-05
